rank,headword,part of speech,frequency,dispersion
2735,değin,posp,1703,0.89
2736,kıpırda,v,1859,0.82
2737,filozof,n,2019,0.75
2738,muhtemelen,adv,1642,0.93
2739,leke,n,1740,0.87
2740,grev,n,1841,0.83
2742,bakteri,n,2529,0.60
2743,bik,v,1692,0.90
2744,terket,v,1652,0.92
2745,ceket,n,1787,0.85
2746,direniş,n,1772,0.85
2747,imalat,n,2854,0.53
2748,indirim,n,2294,0.66
2749,kirlen,v,1691,0.89
2750,çete,n,1727,0.87
2751,olumsuzluk,n,1639,0.92
2752,kadeh,n,1825,0.83
2753,oturum,n,1744,0.86
2754,has,adj,1656,0.91
2755,kin,n,1695,0.89
2756,abart,v,1621,0.93
2757,pis,adj,1740,0.86
2758,çoban,n,1864,0.80
2759,gri,adj,1715,0.87
2760,espri,n,1677,0.89
2761,sarhoş,adj,1841,0.81
2762,selamla,v,1719,0.87
2763,babaanne,n,1835,0.81
2764,aniden,adv,1705,0.88
2765,artı,n,1727,0.86
2766,ün,n,1627,0.92
2767,zar,n,2256,0.66
2768,çeşitlilik,n,1699,0.88
2770,kararlaştır,v,1667,0.89
2771,türe,v,1662,0.89
2772,çeyrek,n,1958,0.76
2773,sözde,adj,1638,0.91
2774,muhtemel,adj,1659,0.89
2775,odun,n,1870,0.79
2776,ödenek,n,2165,0.68
2777,uydu,n,1827,0.81
2778,vaka,n,1850,0.80
2779,genişlik,n,1779,0.83
2780,izah,n,1658,0.89
2781,köklü,adj,1625,0.91
2782,tedirgin,adj,1693,0.87
2783,şirin,adj,1753,0.84
2784,içişleri,n,1808,0.81
2785,çılgın,adj,1704,0.86
2786,grafik,n,1846,0.80
2787,tuzak,n,1621,0.91
2788,hoşgörü,n,1622,0.90
2789,haberdar,n,1571,0.93
2790,müsaade,n,1586,0.92
2791,kıvır,v,1679,0.87
2792,pilot,n,1819,0.80
2793,dayanak,n,1674,0.87
2794,olağan,adj,1584,0.92
2795,gündelik,n,1679,0.87
2796,bük,v,1672,0.87
2797,sade,adj,1637,0.89
2798,kompleks,n,1769,0.83
2799,hamle,n,1577,0.93
2800,işaretle,v,1685,0.87
2801,heyecanlan,v,1664,0.88
2802,dize,n,1782,0.82
2803,unvan,n,1652,0.88
2804,büyükşehir,n,1851,0.79
2805,okyanus,n,1663,0.88
2806,doruk,n,1646,0.88
2808,federasyon,n,2320,0.63
2809,bileşen,n,1915,0.76
2810,muhakkak,adv,1551,0.93
2811,asgari,adj,1882,0.77
2812,ofis,n,1736,0.83
2813,kaplı,adj,1634,0.88
2814,öncelikli,adj,1682,0.86
2815,dolaşım,n,1698,0.85
2816,ürk,v,1670,0.86
2817,içecek,n,1619,0.89
2818,ova,n,1625,0.89
2820,elverişli,adj,1614,0.89
2821,hakem,n,2332,0.62
2822,muhatap,n,1582,0.91
2824,özerklik,n,1759,0.82
2825,patates,n,2000,0.72
2826,mezarlık,n,1608,0.89
2827,vaziyet,n,1564,0.92
2828,istem,n,1683,0.85
2829,denklem,n,1953,0.73
2830,düşle,v,1707,0.84
2831,buluş,n,1581,0.90
2832,terbiye,n,1627,0.88
2834,fısılda,v,1660,0.87
2835,nesnel,adj,1718,0.83
2836,havalan,v,1739,0.82
2837,medeni,adj,1685,0.84
2838,bisiklet,n,1667,0.85
2839,katsayı,n,2001,0.71
2840,belgele,v,1604,0.89
2841,yepyeni,adj,1537,0.92
2842,orijinal,adj,1586,0.89
2843,şaşırtıcı,adj,1540,0.92
2844,donanım,n,1707,0.83
2845,ölçüm,n,2053,0.69
2846,dinleyici,n,1673,0.85
2847,doz,n,2042,0.69
2848,körfez,n,1642,0.86
2849,utanç,n,1699,0.83
2850,beton,n,2633,0.54
2851,alçak,adj,1582,0.89
2852,bürokrasi,n,1673,0.85
2853,emeklilik,n,1853,0.76
2854,yakınlaş,v,1511,0.93
2855,kısal,v,1582,0.89
2856,cisim,n,1796,0.78
2857,sipariş,n,1661,0.85
2858,gereklilik,n,1601,0.88
2859,yakışıklı,adj,1636,0.86
2860,saklı,adj,1510,0.93
2861,katliam,n,1650,0.85
2862,perspektif,n,1687,0.83
2863,sözlük,n,1742,0.80
2864,hareketli,adj,1608,0.87
2865,taşıma,n,1673,0.83
2866,sayısız,adj,1521,0.92
2867,burjuvazi,n,2415,0.58
2868,dedikodu,n,1550,0.90
2869,bambaşka,det,1568,0.89
2870,literatür,n,1720,0.81
2871,detay,n,1567,0.89
2872,beyefendi,n,1901,0.73
2873,tazminat,n,1638,0.85
2874,kaldırım,n,1648,0.84
2875,avci,n,1615,0.86
2876,kopya,n,1510,0.92
2877,garson,n,1660,0.83
2878,geçit,n,1514,0.91
2879,yabancılaş,v,1633,0.85
2880,uçurum,n,1560,0.89
2881,kına,v/n,1557,0.89
2882,futbolcu,n,4506,0.31
2883,tünel,n,1584,0.87
2884,talebe,n,1592,0.87
2885,muayene,n,1654,0.83
2886,yuvarla,v,1485,0.92
2887,kıyamet,n,1552,0.89
2888,istisna,n,1599,0.86
2889,avla,v,1516,0.91
2890,ilköğretim,n,1859,0.74
2891,levha,n,1729,0.79
2893,bekçi,n,1931,0.71
2894,öğreti,n,1599,0.86
2895,öncülük,n,1528,0.90
2896,lig,n,3532,0.39
2897,imar,n,1806,0.76
2898,uçuş,n,1648,0.83
2899,solcu,n,1648,0.83
2900,muhabir,n,1606,0.85
2901,mum,n,1579,0.86
2904,çizelge,n,1870,0.73
2905,sınırlandır,v,1587,0.86
2906,paylaşım,n,1530,0.89
2907,nine,n,1697,0.80
2908,ajan,n,1577,0.86
2909,taslak,n,1548,0.88
2910,yumruk,n,1565,0.87
2911,pul,n,1662,0.82
2912,helikopter,n,1814,0.75
2913,kahverengi,adj,1693,0.80
2914,kavur,v,1503,0.91
2915,nasip,n,1602,0.84
2916,yanlı,adj,1606,0.84
2917,soğan,n,2342,0.58
2918,meme,n,1598,0.85
2919,kelebek,n,1662,0.81
2920,üzgün,adj,1598,0.84
2921,yükseliş,n,1623,0.83
2922,tabanca,n,1571,0.86
2923,muhalif,n,1603,0.84
2924,kararlılık,n,1478,0.91
2925,layık,adj,1465,0.92
2926,şefkat,n,1625,0.83
2927,hanımefendi,n,1543,0.87
2928,girişimci,n,1782,0.75
2929,organizma,n,1957,0.69
2930,pekiş,v,1513,0.89
2931,dayanışma,n,1530,0.88
2932,büyükelçi,n,1672,0.80
2933,pasta,n,1506,0.89
2934,başarısız,adj,1467,0.91
2935,sorgu,n,1550,0.86
2936,havaalanı,n,1574,0.85
2937,pazartesi,n,1504,0.89
2938,sakat,adj,1621,0.83
2939,galip,n,1682,0.80
2940,tereddüt,n,1432,0.93
2941,kabiliyet,n,1539,0.87
2942,varoluş,n,1613,0.83
2943,vahşi,adj,1468,0.91
2944,yastık,n,1543,0.86
2945,medrese,n,1545,0.86
2946,meşru,adj,1541,0.86
2948,burç,n,2031,0.65
2949,pişman,adj,1513,0.88
2950,federal,adj,1962,0.68
2951,saygılı,adj,1436,0.92
2952,demet,n,1594,0.83
2953,kovala,v,1500,0.88
2954,bileşik,n,1913,0.69
2955,referans,n,1500,0.88
2956,tecavüz,n,1483,0.89
2957,neşeli,adj,1527,0.86
2958,siyasetçi,n,2373,0.56
2959,mektep,n,1492,0.88
2960,yum,v,1468,0.90
2961,mutsuz,adj,1518,0.87
2962,tesadüf,n,1423,0.93
2963,emperyalist,n,1937,0.68
2964,geçim,n,1413,0.93
2965,kilitle,v,1458,0.90
2966,çorap,n,1569,0.84
2967,ahşap,n,1589,0.83
2968,kimya,n,1456,0.90
2969,maske,n,1479,0.89
2970,bağdaş,v,1465,0.89
2971,fener,n,1483,0.88
2972,sayısal,adj,1671,0.78
2973,çaresizlik,n,1469,0.89
2974,mevki,n,1452,0.90
2975,arsa,n,1488,0.88
2976,yaptırım,n,1544,0.85
2977,molekül,n,2197,0.59
2978,işin,n,1712,0.76
2979,haftalık,n,1417,0.92
2980,partili,adj,1595,0.82
2981,kalıntı,n,1461,0.89
2982,açılım,n,1527,0.85
2983,sanal,adj,1672,0.78
2984,parala,v,1455,0.89
2985,rahmetli,adj,1433,0.91
2986,kılık,n,1463,0.89
2987,koğuş,n,1686,0.77
2988,hasar,n,1631,0.79
2989,gaye,n,1563,0.83
2990,yatırımcı,n,2053,0.63
2991,ıslak,adj,1535,0.84
2992,bilek,n,1508,0.86
2993,sark,v,1507,0.86
2994,şerit,n,1476,0.87
2995,zulüm,n,1496,0.86
2996,yıkım,n,1399,0.92
2997,arşiv,n,1427,0.90
2998,esnek,adj,1578,0.81
2999,tahlil,n,1421,0.90
3000,aşağıla,v,1424,0.90
3001,hane,n,1845,0.69
3002,kafes,n,1474,0.87
3003,kemer,n,1531,0.83
3004,beraberlik,n,1543,0.83
3005,rüşvet,n,1528,0.83
3006,fil,n,1489,0.86
3007,emekçi,n,1870,0.68
3008,habersiz,adj,1423,0.89
3009,fen,n,1482,0.86
3010,balıkçı,n,1511,0.84
3011,kulübe,n,1562,0.81
3012,sunum,n,1524,0.83
3013,fuar,n,1551,0.82
3014,intikam,n,1414,0.90
3015,nihai,adj,1517,0.83
3016,gecekondu,n,1519,0.83
3017,görkemli,adj,1436,0.88
3018,kokla,v,1483,0.85
3019,uygunluk,n,1535,0.82
3020,birazdan,adv,1491,0.85
3021,keçi,n,1431,0.88
3022,kurgu,n,1545,0.82
3023,kilit,n,1373,0.92
3024,sinirli,adj,1469,0.86
3025,ikiz,n,1437,0.88
3026,ispat,n,1369,0.92
3028,kazi,n/v,1513,0.83
3029,çatla,v,1434,0.88
3030,engin,adj,1433,0.88
3031,heves,n,1389,0.90
3032,özdeşleş,v,1447,0.87
3033,meslektaş,n,1362,0.92
3034,malum,adj,1406,0.89
3036,misal,n,1465,0.86
3037,iskele,n,1514,0.83
3038,gram,n,1659,0.76
3039,ayrıcalık,n,1379,0.91
3040,yeğen,n,1378,0.91
3041,yazım,n,1416,0.88
3042,ciğer,n,1423,0.88
3043,gereksin,v,1530,0.82
3045,nazar,n,1414,0.88
3046,olanaklı,adj,1471,0.85
3047,birliktelik,n,1357,0.92
3048,konuşmacı,n,1924,0.65
3049,muhasebe,n,2095,0.59
3050,sosyoloji,n,1619,0.77
3051,açıkçası,conj,1796,0.69
3053,acayip,adj,1454,0.86
3054,figür,n,1868,0.67
3055,deve,n,1472,0.84
3056,trend,n,1539,0.81
3057,karşıtlık,n,1476,0.84
3058,sara,n,1380,0.90
3059,şarkıcı,n,1492,0.83
3060,tahrip,n,1385,0.89
3061,üçgen,adj,1457,0.85
3062,bürokrat,n,1444,0.86
3063,zorlu,adj,1566,0.79
3064,mesel,n,1548,0.80
3065,mantıklı,adj,1355,0.91
3066,inle,v,1472,0.84
3067,sopa,n,1392,0.88
3068,derinleş,v,1341,0.92
3069,yılbaşı,n,1391,0.88
3070,tepsi,n,1529,0.80
3071,nadir,adj,1457,0.84
3072,tanıdık,adj,1365,0.90
3073,vasif,n,1361,0.90
3074,elçi,n,1414,0.87
3075,arala,v,1418,0.87
3076,miting,n,1509,0.81
3077,cin,n,1413,0.87
3078,mineral,n,1958,0.62
3079,plak,n,1558,0.79
3080,aşiret,n,1637,0.75
3081,çember,n,1362,0.90
3082,sayım,n,1387,0.88
3083,diploma,n,1400,0.87
3084,fazlasıyla,adv,1338,0.91
3085,sürat,n,1320,0.92
3086,mantar,n,1822,0.67
3087,tebliğ,n,1448,0.84
3088,hain,n,1360,0.89
3089,mühim,adj,1349,0.90
3090,tahammül,n,1310,0.92
3091,canavar,n,1374,0.88
3092,yayla,n,1380,0.87
3093,kraliçe,n,1468,0.82
3094,hammadde,n,1658,0.73
3095,rasyonel,adj,1395,0.86
3096,gazetecilik,n,1628,0.74
3097,saldırgan,adj,1370,0.88
3098,yatay,adj,1637,0.74
3099,global,adj,1560,0.77
3100,yiğit,adj,1379,0.87
3101,gevşe,v,1368,0.88
3102,asılı,adj,1373,0.88
3103,sınırsız,adj,1294,0.93
3104,felsefi,adj,1607,0.75
3105,kus,v,1425,0.84
3106,soyadı,n,1329,0.90
3107,kıskançlık,n,1363,0.88
3108,serin,adj,1360,0.88
3109,alaka,n,1469,0.81
3110,memnuniyet,n,1380,0.87
3111,mezhep,n,1454,0.82
3112,kararname,n,1449,0.82
3113,adli,adj,1516,0.79
3114,yerleşik,adj,1347,0.89
3115,vizyon,n,1374,0.87
3116,çikolata,n,1375,0.87
3117,saz,n,1368,0.87
3118,randevu,n,1354,0.88
3119,tutarlı,adj,1348,0.88
3120,esneklik,n,1648,0.72
3121,oyala,v,1370,0.87
3122,sarf,n,1292,0.92
3123,atak,n/adj,1464,0.81
3124,taşıyıcı,n,1524,0.78
3125,değişken,adj,1488,0.80
3126,bayağı,adj,1343,0.89
3127,namus,n,1318,0.90
3128,söylenti,n,1321,0.90
3129,ortaçağ,n,1353,0.88
3130,militan,n,1743,0.68
3131,ritim,n,1444,0.82
3132,katman,n,1402,0.84
3133,ilahi,n,1371,0.86
3134,şifre,n,1313,0.90
3135,üçlü,adj,1278,0.93
3136,aksa,v,1258,0.94
3137,antik,adj,1377,0.86
3138,ayırım,n,1356,0.87
3139,çubuk,n,1671,0.71
3141,uzantı,n,1299,0.90
3142,bileşim,n,1521,0.77
3143,yüzük,n,1382,0.85
3144,telgraf,n,1347,0.87
3145,sepet,n,1348,0.87
3146,döşe,v,1355,0.86
3147,çeşme,n,1315,0.89
3148,pislik,n,1298,0.90
3149,mevduat,n,2015,0.58
3150,üs,n,1497,0.78
3152,üre,v,1631,0.72
3153,kentsel,adj,1490,0.78
3154,klinik,n,1933,0.60
3155,denek,n,1545,0.76
3156,dilekçe,n,1335,0.87
3157,sinek,n,1337,0.87
3158,restoran,n,1337,0.87
3159,aşıla,v,1363,0.85
3160,belde,n,1282,0.91
3161,harç,n,1359,0.85
3162,paha,n,1249,0.93
3163,buhar,n,1395,0.83
3164,imkansız,adj,1271,0.91
3165,milliyet,n,1336,0.87
3166,enişte,n,1370,0.84
3167,euro,n,1313,0.88
3168,esasen,adv,1348,0.86
3169,incelik,n,1288,0.90
3170,betimle,v,1455,0.79
3171,panel,n,1297,0.89
3172,zam,n,1690,0.68
3173,kıymetli,adj,1263,0.91
3175,yeti,n,1373,0.84
3176,mars,n,1258,0.92
3178,hassasiyet,n,1277,0.90
3179,rastlantı,n,1300,0.88
3180,sistematik,adj,1333,0.86
3181,hafifle,v,1241,0.92
3182,müessese,n,1285,0.89
3183,ham,adj,1348,0.85
3184,tanınmış,adj,1242,0.92
3185,sözcü,n,1636,0.70
3186,eda,n,1331,0.86
3187,isir,v,1302,0.88
3188,fiziki,adj,1346,0.85
3189,çam,n,1304,0.88
3190,saatlik,adj,1243,0.92
3192,etmen,n,1376,0.83
3193,hastalan,v,1256,0.91
3194,tavşan,n,1520,0.75
3195,koskoca,adj,1297,0.88
3196,cari,adj,1788,0.64
3197,geçenlerde,adv,1256,0.90
3198,aşı,n,1416,0.80
3199,sürgü,n,1283,0.88
3200,güvercin,n,1347,0.84
3201,yeğle,v,1275,0.90
3202,seminer,n,1325,0.85
3203,tasfiye,n,1354,0.84
3204,rezerv,n,1392,0.81
3206,pirinç,n,1672,0.67
3207,inek,n,1294,0.87
3208,hamile,adj,1578,0.71
3209,damla,n/v,1329,0.85
3210,acık,v,1362,0.83
3211,şahsiyet,n,1278,0.88
3213,kutup,n,1305,0.86
3214,ülkü,n,1310,0.86
3215,hırsızlık,n,1250,0.90
3216,orkestra,n,1511,0.74
3217,veda,n,1292,0.87
3218,erişim,n,1641,0.68
3219,hamur,n,1471,0.76
3220,sivri,adj,1292,0.87
3221,keyifli,adj,1260,0.89
3222,limon,n,1644,0.68
3223,bölük,n,1399,0.80
3224,yalın,adj,1267,0.88
3225,tank,n,1361,0.82
3226,ezan,n,1287,0.87
3227,tekstil,n,1637,0.68
3228,kabile,n,1301,0.86
3229,canlılık,n,1230,0.90
3230,danışmanlık,n,1369,0.81
3231,zeka,n,1323,0.84
3232,ikram,n,1265,0.88
3233,yamac,n,1257,0.88
3234,müttefik,n,1442,0.77
3235,lütuf,n,1282,0.87
3236,dayanıklı,adj,1362,0.81
3237,yalı,n,1275,0.87
3238,hormon,n,1471,0.75
3239,kova,n,1369,0.81
3240,portakal,n,1250,0.89
3241,şeriat,n,1348,0.82
3242,duruşma,n,1330,0.83
3243,hayati,adj,1214,0.91
3244,anlaşmazlık,n,1243,0.89
3245,market,n,1260,0.88
3246,sarışın,adj,1284,0.86
3247,profil,n,1402,0.79
3248,çizme,n,1215,0.91
3249,kiraz,n,1890,0.58
3250,hamam,n,1318,0.84
3251,kudret,n,1306,0.84
3252,kaymakam,n,1260,0.87
3253,alıntı,n,1248,0.88
3254,opera,n,1560,0.70
3255,tutuklu,n,1415,0.78
3256,afiş,n,1429,0.77
3257,örgütsel,adj,1514,0.72
3258,yenge,n,1283,0.85
3259,uzmanlık,n,1239,0.88
3260,koordinasyon,n,1359,0.80
3261,resimle,v,1298,0.84
3262,çevresel,adj,1359,0.80
3263,modernleş,v,1329,0.82
3264,ihbar,n,1245,0.88
3265,koleksiyon,n,1437,0.76
3266,düşkün,adj,1208,0.90
3267,dengeli,adj,1245,0.87
3268,atılım,n,1194,0.91
3269,mecburiyet,n,1178,0.92
3270,telkin,n,1230,0.88
3271,yanık,n,1230,0.88
3272,kartal,n,1266,0.86
3273,sezgi,n,1312,0.83
3274,küs,v,1222,0.89
3275,depresyon,n,1336,0.81
3276,perişan,adj,1195,0.91
3277,tema,n,1300,0.83
3278,çözelti,n,2712,0.40
3279,ünite,n,1370,0.79
3280,yükseköğretim,n,1664,0.65
3281,vefat,n,1248,0.87
3282,karınca,n,1290,0.84
3283,tercüme,n,1248,0.87
3284,destan,n,1336,0.81
3285,yalancı,adj,1244,0.87
3286,piyano,n,1477,0.73
3287,direkt,adj,1261,0.86
3288,kristal,n,1524,0.71
3289,karayolu,n,1236,0.87
3291,örgü,n,1233,0.87
3292,zit,adj,1188,0.91
3293,önerge,n,1427,0.75
3294,bakır,n,1259,0.85
3295,özerk,adj,1276,0.84
3296,fay,n,2433,0.44
3297,afet,n,1377,0.78
3298,keyfi,adj,1164,0.92
3299,disk,n,1463,0.73
3300,ağırla,v,1217,0.88
3301,yokuş,n,1249,0.86
3302,uyarınca,posp,1280,0.84
3303,soylu,adj,1213,0.88
3304,çile,n,1218,0.88
3305,yoğurt,n,1368,0.78
3306,tamamıyla,adv,1165,0.92
3307,perşembe,n,1187,0.90
3308,taht,n,1204,0.89
3309,önderlik,n,1237,0.86
3311,kıyas,n,1221,0.87
3312,lastik,n,1182,0.90
3313,çarşamba,n,1199,0.89
3314,hükümdar,n,1227,0.87
3315,fal,n,1273,0.84
3316,bok,n,1332,0.80
3317,küp,n,1286,0.83
3319,minibüs,n,1288,0.83
3320,kızgın,adj,1232,0.86
3321,ziraat,n,1294,0.82
3322,eğlenceli,adj,1214,0.87
3323,rahmet,n,1333,0.80
3324,esmer,adj,1251,0.85
3326,zehirle,v,1189,0.89
3327,içsel,adj,1287,0.82
3328,pasaport,n,1222,0.87
3329,öt,v,1244,0.85
3330,zedele,v,1155,0.91
3331,yaramaz,adj,1168,0.90
3332,romantik,adj,1210,0.87
3333,tapınak,n,1240,0.85
3334,bıyık,n,1238,0.85
3335,şebeke,n,1162,0.91
3336,birader,n,1473,0.72
3337,mermer,n,1222,0.86
3338,seks,n,1269,0.83
3339,psikolog,n,1270,0.83
3340,atıf,n,1184,0.89
3342,hür,adj,1166,0.90
3343,münasebet,n,1319,0.80
3344,sunucu,n,1375,0.76
3345,eşitsizlik,n,1596,0.66
3346,kirlet,v,1135,0.92
3347,rekor,n,1455,0.72
3348,savaşçı,n,1391,0.75
3349,getiri,n,1467,0.72
3350,ilham,n,1201,0.87
3352,tim,n,1368,0.77
3353,cereyan,n,1168,0.90
3354,peri,n,1334,0.78
3355,yasemin,n,1491,0.70
3356,mendil,n,1240,0.84
3357,yapımcı,n,1226,0.85
3358,çırak,n,1239,0.84
3359,naklet,v,1138,0.92
3360,buyruk,n,1301,0.80
3361,akademi,n,1264,0.82
3362,fırça,n,1222,0.85
3363,komut,n,1292,0.81
3364,fotoğrafla,v,1304,0.80
3365,maymun,n,1215,0.86
3366,tamir,n,1135,0.92
3367,süs,n,1149,0.91
3368,tüzük,n,1289,0.81
3369,sarar,v,1210,0.86
3370,detaylı,adj,1184,0.88
3371,mağdur,n,1197,0.87
3372,kaçakçılık,n,1207,0.86
3373,tasvir,n,1402,0.74
3374,entelektüel,adj,1189,0.87
3375,karışıklık,n,1115,0.93
3376,kurultay,n,1449,0.71
3377,çıldır,v,1219,0.85
3378,cahil,adj,1145,0.90
3379,iplik,n,1221,0.85
3380,nişan,n,1176,0.88
3381,onar,v,1114,0.93
3382,huzursuzluk,n,1130,0.91
3383,motif,n,1485,0.70
3384,ateşle,v,1142,0.90
3385,keman,n,1478,0.69
3386,övgü,n,1147,0.90
3387,kaçış,n,1129,0.91
3388,sıkıcı,adj,1176,0.87
3390,ikincil,adj,1278,0.80
3391,atama,n,1226,0.84
3392,soyutla,v,1204,0.85
3393,mahiyet,n,1200,0.85
3394,papaz,n,1157,0.88
3395,çarşaf,n,1211,0.84
3397,endeks,n,1741,0.59
3398,tempo,n,1166,0.87
3399,ücretsiz,adj,1270,0.80
3400,hareketlilik,n,1147,0.89
3401,taahhüt,n,1281,0.79
3402,şema,n,1193,0.85
3403,anit,n,1201,0.85
3404,salak,adj,1254,0.81
3405,kışkırt,v,1130,0.90
3406,ilaçla,v,1480,0.69
3407,makyaj,n,1251,0.81
3408,gereğince,adv,1165,0.87
3409,bavul,n,1199,0.84
3410,halife,n,1256,0.80
3411,parlamenter,n,1232,0.82
3412,bedava,adj,1103,0.92
3413,meşruiyet,n,1247,0.81
3414,balon,n,1155,0.87
3415,kuramsal,adj,1253,0.81
3416,sömürü,n,1228,0.82
3417,buzdolabı,n,1152,0.88
3418,dağınık,adj,1280,0.79
3420,soba,n,1187,0.85
3421,ozan,n,1200,0.84
3422,anayasal,adj,1319,0.76
3423,güçsüz,adj,1097,0.92
3424,kompozisyon,n,1331,0.76
3425,ciddiyet,n,1077,0.93
3426,bereket,n,1155,0.87
3427,müracaat,n,1106,0.91
3428,müfettiş,n,1234,0.81
3429,pişmanlık,n,1137,0.88
3430,ücretli,adj,1297,0.77
3431,yadsı,v,1145,0.88
3432,düşünsel,adj,1131,0.89
3435,tarife,n,1508,0.66
3436,teminat,n,1236,0.81
3437,aygıt,n,1181,0.85
3438,akademisyen,n,1153,0.87
3439,rahip,n,1177,0.85
3440,ceviz,n,1245,0.80
3441,tahrik,n,1127,0.89
3442,hüzünlü,adj,1172,0.85
3443,nakit,n,1306,0.77
3444,abone,n,1424,0.70
3445,kazak,n,1167,0.86
3446,müsteşar,n,1257,0.79
3447,tansiyon,n,1233,0.81
3448,lokma,n,1142,0.87
3449,çokluk,n,1093,0.91
3450,bunal,v,1109,0.90
3451,zarif,adj,1134,0.88
3452,robot,n,1179,0.84
3453,mafya,n,1138,0.87
3454,yanılgı,n,1096,0.91
3455,tik,v,1130,0.88
3456,hap,n,1181,0.84
3458,stüdyo,n,1171,0.85
3459,geçerlilik,n,1134,0.87
3460,ezberle,v,1104,0.90
3461,ilık,adj,1170,0.85
3462,şöhret,n,1109,0.89
3463,vitamin,n,1295,0.76
3464,kesik,n,1165,0.85
3465,yağlı,adj,1110,0.89
3466,berber,n,1226,0.81
3467,şafak,n,1124,0.88
3468,sanatsal,adj,1418,0.70
3469,dindar,adj,1185,0.83
3470,benzin,n,1175,0.84
3471,fail,n,1162,0.85
3472,başörtüsü,n,1222,0.80
3473,iliş,v,1158,0.85
3474,takdim,n,1123,0.87
3475,portre,n,1316,0.75
3476,hakimiyet,n,1111,0.88
3477,sempozyum,n,1304,0.75
3478,şampiyon,n,2249,0.44
3479,keder,n,1210,0.81
3480,uyanık,adj,1070,0.92
3481,gerilla,n,1427,0.69
3482,inis,n,1094,0.90
3483,ansızın,adv,1221,0.80
3484,lanet,n,1142,0.85
3485,final,n,2314,0.42
3486,zehirli,adj,1130,0.86
3487,çöküş,n,1111,0.88
3488,holding,n,1509,0.65
3489,lezzet,n,1139,0.86
3490,çavuş,n,1191,0.82
3491,salata,n,1466,0.66
3492,reaktör,n,1433,0.68
3493,nem,n,1490,0.65
3494,altıncı,n,1038,0.94
3495,üstat,n,1149,0.85
3497,pasif,adj,1109,0.88
3498,çatlak,n,1166,0.83
3499,kaide,n,1167,0.83
3500,tencere,n,1463,0.66
3501,huy,n,1097,0.88
3502,sızla,v,1121,0.86
3503,yala,v,1135,0.85
3504,bağırsak,n,1318,0.73
3505,kitaplık,n,1081,0.89
3506,hatalı,adj,1077,0.89
3507,frekans,n,1306,0.74
3508,hücum,n,1222,0.79
3509,sünnet,n,1197,0.80
3510,taşra,n,1101,0.87
3511,komiser,n,1213,0.79
3512,ayıkla,v,1106,0.87
3513,gergin,adj,1056,0.91
3514,bombala,v,1186,0.81
3515,vitrin,n,1081,0.89
3516,sur,n,1103,0.87
3517,demiryolu,n,1099,0.87
3519,doyum,n,1268,0.75
3520,bodrum,n,1066,0.89
3521,iyon,n,1977,0.48
3522,iflas,n,1088,0.88
3523,önemsiz,adj,1027,0.93
3524,tebessüm,n,1182,0.81
3525,diyar,n,1104,0.86
3526,eleştirel,adj,1135,0.84
3527,zaaf,n,1051,0.90
3528,askı,n,1061,0.90
3529,uzmanlas,v,1204,0.79
3530,valilik,n,1094,0.87
3531,yükümlü,adj,1110,0.85
3532,enformasyon,n,1261,0.75
3533,böbrek,n,1351,0.70
3534,mahalli,adj,1141,0.83
3535,olgunluk,n,1035,0.91
3536,yağış,n,1247,0.76
3537,gereç,n,1054,0.90
3538,olgun,adj,1034,0.91
3539,kargaşa,n,1033,0.91
3540,birincil,adj,1132,0.83
3541,domuz,n,1036,0.91
3542,öğüt,n,1061,0.89
3543,enzim,n,1813,0.52
3544,kızgınlık,n,1091,0.86
3545,hidrojen,n,1505,0.63
3546,zipla,v,1106,0.85
3547,uğurla,v,1043,0.90
3548,tutsak,n,1085,0.87
3549,iştah,n,1069,0.88
3550,kumar,n,1038,0.91
3551,ağırlaş,v,1023,0.92
3552,haberci,n,1088,0.86
3553,müzisyen,n,1361,0.69
3554,müjde,n,1059,0.89
3555,kardeşlik,n,1058,0.88
3556,icap,n,1027,0.91
3557,tedirginlik,n,1055,0.88
3558,fincan,n,1190,0.78
3559,ima,n,1022,0.91
3560,entegrasyon,n,1190,0.78
3561,demokratikleş,v,1157,0.81
3562,önyargı,n,1063,0.88
3563,dondurma,n,1060,0.88
3564,vilayet,n,1196,0.78
3565,hükmet,v,1030,0.91
3566,eşle,v,1108,0.84
3567,kaşi,v,1075,0.87
3568,yudum,n,1137,0.82
3569,dolmuş,n,1075,0.87
3570,ödüllendir,v,1026,0.91
3571,şayet,conj,1079,0.86
3572,sis,n,1067,0.87
3573,kel,adj,1055,0.88
3574,tümce,n,1166,0.80
3575,kısıtlı,adj,1041,0.89
3576,tebrik,n,1075,0.86
3577,konsantrasyon,n,1475,0.63
3578,diri,adj,1045,0.89
3579,savrul,v,1113,0.83
3580,kayıtsız,adj,985,0.94
3581,ziyaretçi,n,1030,0.90
3582,beğeni,n,1120,0.83
3583,susa,v,1041,0.88
3584,sali,n,1054,0.88
3585,mimarlık,n,1471,0.63
3586,gülüş,n,1140,0.81
3587,ihtilal,n,1067,0.86
3588,modernizm,n,1202,0.77
3589,umutsuzluk,n,1031,0.89
3590,istiklal,n,1041,0.88
3591,arzula,v,1003,0.92
3592,boyuna,adv,1042,0.88
3593,tasavvuf,n,1161,0.79
3595,mamul,n,1566,0.58
3596,telsiz,n,1129,0.81
3597,feda,n,1011,0.90
3598,ürper,v,1119,0.81
3599,azim,n,1026,0.89
